id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
24662,1491,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24663,1898,1500.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24664,387,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24665,2033,89.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24666,649,250.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24667,564,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24668,565,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24669,47,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24670,1598,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24671,1651,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24672,1166,1300.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24673,837,800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24674,796,1980.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24675,1782,160.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24676,1676,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24677,1942,650.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24678,1441,87.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24679,1256,799.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24680,1132,38.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24681,1178,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24682,649,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24683,1799,230.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24684,1718,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24685,1016,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24686,1360,43.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24687,1987,230.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24688,1861,198.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24689,408,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24690,532,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24691,629,40.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24692,2101,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24693,316,300.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24694,2143,156.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24695,995,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24696,617,139.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24697,1501,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24698,1117,56.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24699,900,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24700,1880,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24701,1714,890.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24702,1589,48.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24703,1960,98.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24704,920,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24705,63,1150.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24706,1940,85.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24707,793,3100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24708,1206,145.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24709,1454,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24710,291,1300.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24711,2089,799.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24712,1068,360.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24713,892,1150.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24714,441,2900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24715,1516,1500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24716,175,45.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24717,1269,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24718,764,700.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24719,1253,2200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24720,1980,99.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24721,853,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24722,719,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24723,969,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24724,1729,3500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24725,2169,430.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24726,2044,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24727,81,89.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24728,626,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24729,927,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24730,492,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24731,913,56.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24732,382,760.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24733,799,245.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24734,2083,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24735,683,2000.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24736,917,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24737,592,199.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24738,1567,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24739,601,130.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24740,1328,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24741,187,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24742,1876,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24743,467,980.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24744,737,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24745,1861,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24746,248,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24747,542,140.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24748,1698,130.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24749,801,3199.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24750,366,150.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24751,450,38.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24752,704,180.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24753,1088,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24754,1146,60.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24755,1353,37.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24756,177,1350.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24757,350,45.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24758,1877,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24759,1868,430.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24760,432,210.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24761,809,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24762,1024,600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24763,1529,240.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24764,533,1090.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24765,668,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24766,1888,37.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24767,1598,700.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24768,7,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24769,1209,34.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24770,2077,1090.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24771,298,24.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24772,1257,600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24773,609,2700.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24774,503,3600.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24775,219,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24776,1557,85.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24777,2183,130.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24778,1677,650.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24779,287,140.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24780,459,156.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24781,1203,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24782,780,210.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24783,1836,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24784,215,3800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24785,781,69.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24786,1449,30.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24787,1478,109.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24788,2113,45.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24789,1593,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24790,1324,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24791,164,130.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24792,599,1300.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24793,755,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24794,1359,260.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24795,1161,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24796,1159,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24797,1818,98.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24798,406,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24799,2027,980.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24800,226,450.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24801,63,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24802,1939,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24803,1772,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24804,1775,400.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24805,896,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24806,1985,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24807,619,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24808,1437,299.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24809,2185,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24810,1516,130.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24811,1099,1000.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24812,129,1100.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24813,1209,360.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24814,1473,45.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24815,389,1000.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24816,1415,60.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24817,388,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24818,2136,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24819,1294,160.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24820,1715,1100.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24821,2061,4200.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24822,1114,32.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24823,716,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24824,506,250.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24825,584,140.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24826,1299,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24827,1757,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24828,1262,109.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24829,806,320.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24830,374,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24831,1451,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24832,568,2200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24833,1541,3900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24834,900,3300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24835,2105,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24836,586,43.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24837,1299,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24838,224,3200.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24839,504,1090.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24840,2085,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24841,1743,180.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24842,1901,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24843,2168,98.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24844,669,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24845,652,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24846,975,60.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24847,1620,69.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24848,129,24.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24849,1622,550.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24850,317,310.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24851,26,1900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24852,612,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24853,1455,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24854,1474,1500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24855,137,320.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24856,1408,299.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24857,920,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24858,464,1300.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24859,65,3300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24860,493,210.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24861,467,290.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24862,1785,150.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24863,1438,60.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24864,983,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24865,897,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24866,934,240.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24867,244,3300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24868,1647,2800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24869,1837,650.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24870,138,98.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24871,239,799.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24872,327,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24873,278,3500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24874,1913,1300.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24875,715,980.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24876,305,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24877,2088,1200.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24878,1087,500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24879,136,310.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24880,624,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24881,337,4200.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24882,245,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24883,952,320.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24884,969,230.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24885,137,4800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24886,925,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24887,1868,679.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24888,1333,1400.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24889,1547,78.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24890,2144,156.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24891,1936,1300.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24892,661,3800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24893,616,980.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24894,1365,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24895,1774,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24896,1020,2100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24897,100,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24898,1013,50.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24899,1159,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24900,1196,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24901,1187,189.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24902,67,560.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24903,456,2900.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24904,2160,3600.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24905,1309,130.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24906,67,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24907,45,1000.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24908,491,50.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24909,598,1400.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24910,1608,1200.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24911,264,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24912,841,240.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24913,842,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24914,1349,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24915,580,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24916,567,890.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24917,1817,110.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24918,397,69.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24919,725,560.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24920,1801,146.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24921,997,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24922,68,37.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24923,665,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24924,397,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24925,903,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24926,2115,1090.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24927,495,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24928,1474,2200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24929,2033,59.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24930,1363,137.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24931,1203,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24932,610,2900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24933,1783,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24934,1592,40.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24935,893,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24936,1393,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24937,2083,176.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24938,2041,1210.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24939,470,500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24940,91,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24941,977,78.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24942,356,980.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24943,1025,760.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24944,2055,3900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24945,329,109.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24946,159,145.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24947,102,79.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24948,1111,400.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24949,1570,3500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24950,656,500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24951,1965,120.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24952,751,156.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24953,735,2100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24954,1250,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24955,1441,1300.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24956,2075,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24957,214,1300.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24958,1150,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24959,67,2200.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24960,229,1100.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24961,1478,1500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
24962,69,230.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
24963,760,3300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24964,1352,59.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24965,769,1200.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24966,1106,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24967,862,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
24968,1226,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24969,6,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24970,236,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24971,1820,4300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24972,475,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24973,129,650.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24974,175,800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
24975,1675,37.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24976,21,2100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24977,2003,70.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24978,1196,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24979,1552,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
24980,901,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24981,117,90.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
24982,1774,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24983,2086,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24984,738,48.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24985,1831,34.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24986,945,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
24987,1508,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
24988,869,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24989,1926,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
24990,1692,310.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24991,1756,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
